,area_type,location,size,total_sqft,bath,price,bhk,price_per_sqft
5743,Super built-up  Area,Manayata Tech Park,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
5744,Super built-up  Area,Manayata Tech Park,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
5745,Super built-up  Area,Manayata Tech Park,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
5746,Super built-up  Area,Manayata Tech Park,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
5747,Super built-up  Area,Manayata Tech Park,2 BHK,1150.0,2.0,47.0,2,4086.9565217391305
5748,Super built-up  Area,Mangammanapalya,3 BHK,1250.0,3.0,56.0,3,4480.0
5749,Plot  Area,Manjunatha Layout,2 Bedroom,1200.0,2.0,125.0,2,10416.666666666666
5750,Built-up  Area,Manorayana Palya,2 BHK,1140.0,2.0,52.0,2,4561.403508771929
5751,Built-up  Area,Manorayana Palya,3 BHK,1600.0,2.0,75.0,3,4687.5
5752,Built-up  Area,Maragondanahalli,3 BHK,1508.0,3.0,70.25,3,4658.488063660478
5753,Super built-up  Area,Maragondanahalli,3 BHK,1533.0,3.0,85.0,3,5544.683626875408
5754,Super built-up  Area,Maragondanahalli,2 BHK,1307.0,2.0,59.0,2,4514.154552410099
5755,Super built-up  Area,Maragondanahalli,2 BHK,1095.0,2.0,57.0,2,5205.479452054795
5756,Super built-up  Area,Marasandra,3 BHK,1840.0,3.0,85.0,3,4619.565217391304
5758,Super built-up  Area,Marathahalli,2 BHK,1220.0,2.0,57.0,2,4672.131147540984
5759,Super built-up  Area,Marathahalli,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
5760,Super built-up  Area,Marathahalli,2 BHK,1200.0,2.0,60.0,2,5000.0
5761,Super built-up  Area,Marathahalli,3 BHK,1933.0,3.0,140.0,3,7242.628039317124
5762,Super built-up  Area,Marathahalli,2 BHK,950.0,2.0,46.96,2,4943.1578947368425
5763,Super built-up  Area,Marathahalli,2 BHK,1230.0,2.0,80.0,2,6504.065040650406
5764,Super built-up  Area,Marathahalli,4 BHK,3800.0,4.0,250.0,4,6578.9473684210525
5765,Super built-up  Area,Marathahalli,2 BHK,1019.0,2.0,49.85,2,4892.051030421982
5766,Super built-up  Area,Marathahalli,2 BHK,1215.0,2.0,67.0,2,5514.40329218107
5767,Super built-up  Area,Marathahalli,4 BHK,2181.0,3.0,152.0,4,6969.280146721688
5768,Built-up  Area,Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529.91452991453
5769,Super built-up  Area,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
5770,Super built-up  Area,Marathahalli,2 BHK,1325.0,2.0,71.55,2,5400.0
5771,Super built-up  Area,Marathahalli,2 BHK,1220.0,2.0,56.5,2,4631.147540983607
5773,Super built-up  Area,Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861.111111111111
5774,Super built-up  Area,Marathahalli,3 BHK,1610.0,3.0,90.0,3,5590.062111801242
5775,Super built-up  Area,Marathahalli,2 BHK,1146.0,2.0,70.0,2,6108.202443280978
5777,Super built-up  Area,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
5782,Super built-up  Area,Marathahalli,4 BHK,2519.0,5.0,185.0,4,7344.184200079397
5784,Super built-up  Area,Marathahalli,2 BHK,957.0,2.0,46.9,2,4900.73145245559
5785,Super built-up  Area,Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632.975363234365
5786,Super built-up  Area,Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527.733755942948
5790,Super built-up  Area,Marathahalli,2 BHK,1071.0,2.0,52.25,2,4878.618113912232
5791,Super built-up  Area,Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
5792,Super built-up  Area,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5793,Super built-up  Area,Marathahalli,3 BHK,1900.0,3.0,123.0,3,6473.684210526316
5794,Super built-up  Area,Marathahalli,2 BHK,1045.0,2.0,60.0,2,5741.626794258374
5796,Super built-up  Area,Marathahalli,2 BHK,1215.0,2.0,58.86,2,4844.444444444444
5797,Super built-up  Area,Marathahalli,2 BHK,1365.0,2.0,73.0,2,5347.985347985348
5802,Super built-up  Area,Marathahalli,2 BHK,1208.0,2.0,70.0,2,5794.701986754967
5803,Built-up  Area,Marathahalli,2 BHK,1325.0,1.0,92.0,2,6943.396226415094
5804,Built-up  Area,Marathahalli,3 BHK,1525.0,3.0,90.0,3,5901.639344262295
5805,Super built-up  Area,Marathahalli,3 BHK,1937.0,3.0,140.0,3,7227.671657201859
5806,Super built-up  Area,Marathahalli,3 BHK,1550.0,3.0,83.0,3,5354.8387096774195
5807,Super built-up  Area,Marathahalli,2 BHK,1350.0,2.0,86.0,2,6370.37037037037
5808,Super built-up  Area,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911.180773249739
5810,Super built-up  Area,Marathahalli,2 BHK,1230.0,2.0,57.0,2,4634.1463414634145
5811,Super built-up  Area,Marathahalli,2 BHK,1200.0,2.0,58.0,2,4833.333333333333
5813,Super built-up  Area,Marathahalli,1 BHK,607.0,1.0,35.0,1,5766.062602965404
5814,Super built-up  Area,Marathahalli,3 BHK,1583.0,3.0,109.0,3,6885.6601389766265
5815,Super built-up  Area,Marathahalli,2 BHK,1075.0,2.0,52.43,2,4877.209302325581
5816,Super built-up  Area,Marathahalli,2 BHK,1360.0,2.0,103.0,2,7573.529411764706
5817,Super built-up  Area,Marathahalli,2 BHK,1220.0,2.0,58.5,2,4795.081967213115
5818,Super built-up  Area,Marathahalli,2 BHK,950.0,2.0,45.68,2,4808.421052631579
5819,Super built-up  Area,Marathahalli,1 BHK,615.0,1.0,44.0,1,7154.471544715447
5820,Super built-up  Area,Marathahalli,3 BHK,1595.0,3.0,90.0,3,5642.633228840125
5821,Super built-up  Area,Marathahalli,2 BHK,1350.0,2.0,89.0,2,6592.592592592592
5822,Super built-up  Area,Marathahalli,2 BHK,1020.0,2.0,57.0,2,5588.235294117647
5823,Super built-up  Area,Marathahalli,2 BHK,1600.0,3.0,88.0,2,5500.0
5824,Super built-up  Area,Marathahalli,1 BHK,780.0,1.0,55.0,1,7051.282051282052
5825,Super built-up  Area,Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
5827,Super built-up  Area,Marathahalli,2 BHK,1358.0,2.0,81.0,2,5964.653902798233
5828,Super built-up  Area,Marathahalli,2 BHK,1205.0,2.0,75.0,2,6224.066390041494
5829,Super built-up  Area,Marathahalli,3 BHK,1730.0,3.0,110.0,3,6358.381502890174
5830,Super built-up  Area,Marathahalli,3 BHK,1583.0,3.0,115.0,3,7264.687302590019
5831,Built-up  Area,Marathahalli,2 BHK,1200.0,2.0,67.0,2,5583.333333333333
5832,Built-up  Area,Marathahalli,2 BHK,1095.0,2.0,60.0,2,5479.45205479452
5833,Super built-up  Area,Marathahalli,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
5834,Built-up  Area,Marathahalli,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
5835,Super built-up  Area,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5836,Super built-up  Area,Marathahalli,2 BHK,1026.0,2.0,49.95,2,4868.421052631579
5839,Super built-up  Area,Marathahalli,2 BHK,1220.0,2.0,59.0,2,4836.065573770492
5840,Super built-up  Area,Marathahalli,2 BHK,881.0,2.0,48.06,2,5455.16458569807
5842,Super built-up  Area,Marathahalli,3 BHK,1710.0,3.0,100.0,3,5847.953216374269
5843,Super built-up  Area,Marathahalli,3 BHK,1680.0,3.0,105.0,3,6250.0
5844,Super built-up  Area,Marathahalli,3 BHK,1910.0,3.0,119.0,3,6230.366492146597
5845,Super built-up  Area,Marathahalli,2 BHK,1602.0,2.0,104.0,2,6491.8851435705365
5846,Super built-up  Area,Marathahalli,1 BHK,700.0,1.0,38.0,1,5428.571428571428
5847,Super built-up  Area,Marathahalli,3 BHK,1469.0,3.0,89.0,3,6058.543226684819
5849,Super built-up  Area,Marathahalli,3 BHK,1690.0,3.0,116.0,3,6863.905325443787
5850,Super built-up  Area,Marathahalli,2 BHK,1065.0,2.0,55.0,2,5164.319248826291
5851,Built-up  Area,Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
5852,Super built-up  Area,Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
5853,Super built-up  Area,Marathahalli,2 BHK,1196.0,2.0,57.9,2,4841.13712374582
5854,Super built-up  Area,Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
5855,Super built-up  Area,Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
5856,Super built-up  Area,Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
5859,Super built-up  Area,Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
5860,Super built-up  Area,Marathahalli,3 BHK,1950.0,3.0,115.0,3,5897.4358974358975
5861,Built-up  Area,Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440.0
5862,Super built-up  Area,Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048.888888888889
5863,Super built-up  Area,Marathahalli,2 BHK,1350.0,2.0,90.0,2,6666.666666666667
5864,Super built-up  Area,Marathahalli,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
5865,Super built-up  Area,Marathahalli,4 BHK,2500.0,5.0,175.0,4,7000.0
5866,Super built-up  Area,Marathahalli,2 BHK,957.0,2.0,47.0,2,4911.180773249739
5869,Built-up  Area,Marathahalli,2 BHK,1350.0,2.0,60.0,2,4444.444444444444
5870,Super built-up  Area,Marathahalli,4 BHK,3400.0,4.0,235.0,4,6911.764705882353
5871,Super built-up  Area,Marathahalli,2 BHK,1350.0,2.0,99.0,2,7333.333333333333
5873,Super built-up  Area,Marathahalli,2 BHK,1285.0,2.0,55.0,2,4280.155642023346
5874,Super built-up  Area,Marathahalli,4 BHK,2500.0,5.0,181.0,4,7240.0
5875,Super built-up  Area,Marathahalli,4 BHK,3800.0,4.0,235.0,4,6184.210526315789
5876,Super built-up  Area,Marathahalli,4 BHK,3951.0,4.0,230.0,4,5821.311060491015
5877,Super built-up  Area,Marathahalli,2 BHK,1125.0,2.0,54.8,2,4871.111111111111
5878,Built-up  Area,Marathahalli,3 BHK,1700.0,3.0,126.0,3,7411.764705882353
5880,Super built-up  Area,Marathahalli,2 BHK,1270.0,2.0,73.0,2,5748.031496062992
5882,Super built-up  Area,Marathahalli,2 BHK,950.0,2.0,46.7,2,4915.789473684211
5883,Super built-up  Area,Marathahalli,3 BHK,1550.0,3.0,85.0,3,5483.870967741936
5884,Super built-up  Area,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893.032384690873
5885,Super built-up  Area,Marathahalli,2 BHK,1144.0,2.0,65.0,2,5681.818181818182
5886,Super built-up  Area,Marathahalli,2 BHK,1240.0,2.0,55.0,2,4435.4838709677415
5887,Built-up  Area,Marathahalli,1 BHK,1100.0,2.0,75.0,1,6818.181818181818
5888,Built-up  Area,Marathahalli,2 BHK,1156.0,2.0,52.0,2,4498.269896193771
5889,Super built-up  Area,Marathahalli,4 BHK,2524.0,5.0,180.0,4,7131.537242472266
5890,Super built-up  Area,Marathahalli,2 BHK,1135.0,2.0,60.0,2,5286.343612334802
5891,Super built-up  Area,Marathahalli,3 BHK,1839.0,3.0,130.0,3,7069.0592713431215
5892,Super built-up  Area,Marathahalli,2 BHK,1170.0,2.0,85.0,2,7264.957264957265
5893,Super built-up  Area,Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5894,Super built-up  Area,Marathahalli,3 BHK,1108.0,2.0,60.0,3,5415.162454873646
5895,Super built-up  Area,Marathahalli,3 BHK,1449.0,3.0,110.0,3,7591.44237405107
5896,Super built-up  Area,Marathahalli,2 BHK,1360.0,2.0,101.0,2,7426.470588235294
5897,Super built-up  Area,Marathahalli,2 BHK,1026.0,2.0,50.18,2,4890.83820662768
5900,Built-up  Area,Marathahalli,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
5901,Super built-up  Area,Marathahalli,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
5902,Super built-up  Area,Marathahalli,2 BHK,1196.0,2.0,57.95,2,4845.3177257525085
5904,Built-up  Area,Marathahalli,3 BHK,1485.0,2.0,90.0,3,6060.606060606061
5905,Super built-up  Area,Marathahalli,2 BHK,1146.0,2.0,69.0,2,6020.942408376964
5906,Super built-up  Area,Marenahalli,1 BHK,840.0,1.0,75.0,1,8928.57142857143
5907,Plot  Area,Margondanahalli,2 Bedroom,1090.0,2.0,58.0,2,5321.100917431193
5908,Plot  Area,Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875.0
5909,Plot  Area,Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583.333333333333
5911,Plot  Area,Margondanahalli,2 Bedroom,1000.0,2.0,57.0,2,5700.0
5913,Plot  Area,Margondanahalli,2 Bedroom,600.0,2.0,35.0,2,5833.333333333333
5914,Plot  Area,Margondanahalli,2 Bedroom,1200.0,2.0,69.0,2,5750.0
5915,Plot  Area,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2,5444.444444444444
5916,Built-up  Area,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
5917,Plot  Area,Margondanahalli,2 Bedroom,1100.0,2.0,55.0,2,5000.0
5918,Plot  Area,Margondanahalli,2 Bedroom,1152.0,1.0,66.0,2,5729.166666666667
5920,Plot  Area,Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2,5416.666666666667
5921,Plot  Area,Margondanahalli,2 Bedroom,1050.0,2.0,58.0,2,5523.809523809524
5922,Plot  Area,Margondanahalli,2 Bedroom,1160.0,2.0,65.0,2,5603.448275862069
5923,Super built-up  Area,Margondanahalli,2 BHK,1334.0,2.0,67.76,2,5079.460269865068
5924,Built-up  Area,Mariyannapalya,2 BHK,900.0,2.0,46.0,2,5111.111111111111
5925,Plot  Area,Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055.555555555556
5926,Plot  Area,Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500.0
5927,Plot  Area,Marsur,3 Bedroom,1200.0,3.0,120.0,3,10000.0
5928,Super built-up  Area,Maruthi Nagar,3 BHK,1250.0,3.0,39.5,3,3160.0
5929,Built-up  Area,Maruthi Nagar,2 BHK,1158.0,2.0,75.0,2,6476.683937823835
5930,Built-up  Area,Maruthi Nagar,2 BHK,850.0,1.0,35.5,2,4176.470588235294
5931,Super built-up  Area,Maruthi Nagar,3 BHK,1250.0,3.0,42.0,3,3360.0
5932,Built-up  Area,Maruthi Sevanagar,7 Bedroom,5000.0,7.0,299.0,7,5980.0
5933,Built-up  Area,Maruthi Sevanagar,4 Bedroom,1280.0,4.0,115.0,4,8984.375
5934,Built-up  Area,Maruthi Sevanagar,2 BHK,933.0,2.0,55.0,2,5894.962486602358
5935,Plot  Area,Maruthi Sevanagar,4 Bedroom,2000.0,3.0,180.0,4,9000.0
5936,Plot  Area,Mathikere,3 Bedroom,1550.0,2.0,150.0,3,9677.41935483871
5937,Super built-up  Area,Mathikere,3 BHK,1590.0,3.0,120.0,3,7547.169811320755
5938,Carpet  Area,Mathikere,3 BHK,1150.0,2.0,60.0,3,5217.391304347826
5939,Built-up  Area,Mathikere,6 Bedroom,1800.0,3.0,105.0,6,5833.333333333333
5940,Super built-up  Area,Mathikere,2 BHK,1500.0,2.0,130.0,2,8666.666666666666
5941,Super built-up  Area,Mathikere,3 BHK,1500.0,2.0,75.0,3,5000.0
5942,Plot  Area,Mathikere,3 Bedroom,1350.0,2.0,175.0,3,12962.962962962964
5943,Plot  Area,Mathikere Extension,3 Bedroom,3000.0,3.0,250.0,3,8333.333333333334
5944,Built-up  Area,Medahalli,1 Bedroom,700.0,1.0,41.0,1,5857.142857142857
5945,Super built-up  Area,Medahalli,2 BHK,1552.0,2.0,51.0,2,3286.082474226804
5946,Super built-up  Area,Medahalli,2 BHK,990.0,2.0,35.0,2,3535.3535353535353
5947,Super built-up  Area,Medahalli,2 BHK,760.0,2.0,38.5,2,5065.789473684211
5948,Plot  Area,Meenakunte,3 Bedroom,4050.0,3.0,280.0,3,6913.580246913581
5949,Plot  Area,Meenakunte,4 Bedroom,4111.0,4.0,250.0,4,6081.24543906592
5950,Plot  Area,Meenakunte,4 Bedroom,4428.0,4.0,255.0,4,5758.807588075881
5951,Plot  Area,Meenakunte,3 Bedroom,3900.0,3.0,250.0,3,6410.25641025641
5952,Super built-up  Area,Mico Layout,9 BHK,5000.0,9.0,210.0,9,4200.0
5953,Super built-up  Area,Mico Layout,3 BHK,1550.0,2.0,65.0,3,4193.548387096775
5954,Super built-up  Area,Mico Layout,2 BHK,1125.0,2.0,40.0,2,3555.5555555555557
5955,Super built-up  Area,Mico Layout,2 BHK,1190.0,2.0,39.25,2,3298.3193277310925
5956,Super built-up  Area,Mico Layout,1 BHK,800.0,1.0,29.5,1,3687.5
5957,Super built-up  Area,Mico Layout,3 BHK,1250.0,2.0,44.0,3,3520.0
5958,Super built-up  Area,Mico Layout,2 BHK,1171.0,2.0,39.0,2,3330.486763450043
5959,Built-up  Area,Mico Layout,2 BHK,1200.0,2.0,53.5,2,4458.333333333333
5960,Super built-up  Area,Mico Layout,3 BHK,1670.0,3.0,59.0,3,3532.934131736527
5961,Super built-up  Area,Mico Layout,2 BHK,1140.0,2.0,43.0,2,3771.9298245614036
5962,Plot  Area,Moodalapalya,1 Bedroom,600.0,1.0,52.0,1,8666.666666666666
5963,Super built-up  Area,Motappa Layout,2 BHK,1113.0,2.0,51.0,2,4582.210242587601
5964,Super built-up  Area,Motappa Layout,3 BHK,1360.0,2.0,59.27,3,4358.088235294118
5965,Super built-up  Area,Motappa Layout,3 BHK,1312.0,2.0,56.5,3,4306.40243902439
5966,Super built-up  Area,Motappa Layout,2 BHK,1113.0,2.0,52.0,2,4672.057502246182
5967,Carpet  Area,Muneshwara Nagar,2 BHK,1230.0,2.0,48.0,2,3902.439024390244
5968,Super built-up  Area,Muneshwara Nagar,3 BHK,1560.0,2.0,66.0,3,4230.7692307692305
5969,Super built-up  Area,Munivenkatppa Layout,2 BHK,1550.0,2.0,160.0,2,10322.58064516129
5970,Built-up  Area,Munivenkatppa Layout,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
5971,Super built-up  Area,Munivenkatppa Layout,4 BHK,2375.0,3.0,260.0,4,10947.368421052632
5972,Super built-up  Area,Munivenkatppa Layout,4 BHK,3700.0,4.0,314.0,4,8486.486486486487
5973,Built-up  Area,Munnekollal,2 BHK,1170.0,2.0,52.0,2,4444.444444444444
5974,Super built-up  Area,Munnekollal,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
5975,Built-up  Area,Munnekollal,3 BHK,1390.0,3.0,68.0,3,4892.086330935252
5976,Super built-up  Area,Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125.0
5977,Super built-up  Area,Munnekollal,2 BHK,950.0,2.0,46.5,2,4894.736842105263
5978,Built-up  Area,Munnekollal,3 BHK,1560.0,3.0,75.0,3,4807.692307692308
5979,Super built-up  Area,Munnekollal,3 BHK,1750.0,3.0,86.5,3,4942.857142857143
5980,Super built-up  Area,Munnekollal,3 BHK,1385.0,2.0,66.5,3,4801.444043321299
5981,Built-up  Area,Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
5982,Built-up  Area,Munnekollal,2 BHK,1170.0,2.0,59.0,2,5042.735042735043
5984,Super built-up  Area,Munnekollal,3 BHK,1200.0,2.0,57.9,3,4825.0
5985,Super built-up  Area,Munnekollal,2 BHK,1030.0,2.0,50.36,2,4889.320388349514
5986,Built-up  Area,Murugeshpalya,2 BHK,1296.0,2.0,81.0,2,6250.0
5987,Super built-up  Area,Murugeshpalya,3 BHK,1550.0,3.0,74.0,3,4774.193548387097
5988,Super built-up  Area,Murugeshpalya,3 BHK,1845.0,3.0,91.0,3,4932.249322493225
5989,Super built-up  Area,Murugeshpalya,2 BHK,1185.0,2.0,85.0,2,7172.995780590717
5990,Super built-up  Area,Murugeshpalya,2 BHK,1225.0,2.0,48.0,2,3918.3673469387754
5991,Super built-up  Area,Murugeshpalya,3 BHK,1930.0,3.0,75.0,3,3886.0103626943005
5992,Super built-up  Area,Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,4062.5
5993,Super built-up  Area,Murugeshpalya,3 BHK,1344.0,2.0,56.0,3,4166.666666666667
5994,Super built-up  Area,Murugeshpalya,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
5995,Super built-up  Area,Murugeshpalya,3 BHK,1855.0,3.0,96.0,3,5175.202156334231
5996,Super built-up  Area,Murugeshpalya,2 BHK,1175.0,2.0,75.0,2,6382.978723404255
5997,Super built-up  Area,Muthurayya Swamy Layout,3 BHK,2405.0,4.0,260.0,3,10810.81081081081
5998,Super built-up  Area,Mylasandra,2 BHK,1110.0,2.0,55.0,2,4954.954954954955
5999,Super built-up  Area,Mylasandra,2 BHK,1110.0,2.0,41.0,2,3693.6936936936936
6000,Super built-up  Area,Mysore Highway,3 BHK,1450.0,2.0,70.0,3,4827.586206896552
6001,Super built-up  Area,Mysore Highway,1 BHK,700.0,1.0,25.5,1,3642.8571428571427
6002,Super built-up  Area,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
6003,Super built-up  Area,Mysore Road,3 BHK,1710.0,4.0,91.31,3,5339.766081871345
6004,Super built-up  Area,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
6005,Super built-up  Area,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255.31914893617
6006,Super built-up  Area,Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205.607476635514
6007,Super built-up  Area,Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
6008,Super built-up  Area,Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849.056603773585
6009,Super built-up  Area,Mysore Road,2 BHK,980.0,2.0,45.47,2,4639.7959183673465
6010,Super built-up  Area,Mysore Road,2 BHK,883.0,2.0,40.0,2,4530.011325028313
6011,Super built-up  Area,Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295.081967213115
6012,Super built-up  Area,Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416.666666666667
6016,Super built-up  Area,Mysore Road,2 BHK,883.0,2.0,40.95,2,4637.5990939977355
6017,Super built-up  Area,Mysore Road,2 BHK,1070.0,2.0,49.65,2,4640.186915887851
6019,Built-up  Area,Mysore Road,2 BHK,883.0,2.0,50.0,2,5662.5141562853905
6020,Super built-up  Area,Mysore Road,2 BHK,1155.0,2.0,51.0,2,4415.584415584415
6021,Super built-up  Area,Mysore Road,2 BHK,1003.0,2.0,43.0,2,4287.138584247258
6022,Super built-up  Area,Mysore Road,2 BHK,1237.0,2.0,73.0,2,5901.3742926434925
6023,Super built-up  Area,Mysore Road,2 BHK,883.0,2.0,45.0,2,5096.262740656852
6024,Super built-up  Area,Mysore Road,2 BHK,1170.0,2.0,65.0,2,5555.555555555556
6025,Super built-up  Area,Mysore Road,2 BHK,1029.5,2.0,50.855,2,4939.776590577951
6026,Super built-up  Area,Mysore Road,2 BHK,940.0,2.0,43.61,2,4639.36170212766
6028,Super built-up  Area,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799.019607843137
6029,Super built-up  Area,Mysore Road,3 BHK,1568.0,2.0,100.0,3,6377.551020408163
6031,Built-up  Area,Mysore Road,2 BHK,1175.0,2.0,70.5,2,6000.0
6032,Super built-up  Area,Mysore Road,3 BHK,1080.0,2.0,60.0,3,5555.555555555556
6034,Super built-up  Area,Mysore Road,2 BHK,883.0,2.0,37.0,2,4190.260475651189
6036,Super built-up  Area,NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500.0
6037,Super built-up  Area,NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500.4524886877825
6038,Super built-up  Area,NGR Layout,2 BHK,1022.0,2.0,45.9,2,4491.19373776908
6039,Super built-up  Area,NGR Layout,2 BHK,1020.0,2.0,45.0,2,4411.764705882353
6040,Super built-up  Area,NGR Layout,2 BHK,1019.0,2.0,45.9,2,4504.41609421001
6041,Super built-up  Area,NGR Layout,2 BHK,1020.0,2.0,46.0,2,4509.803921568628
6042,Super built-up  Area,NGR Layout,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
6043,Super built-up  Area,NGR Layout,2 BHK,1021.0,2.0,45.9,2,4495.592556317336
6044,Super built-up  Area,NRI Layout,3 BHK,1565.0,2.0,75.0,3,4792.332268370607
6045,Super built-up  Area,NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200.0
6046,Super built-up  Area,NRI Layout,2 BHK,1125.0,2.0,45.56,2,4049.777777777778
6047,Built-up  Area,NRI Layout,4 Bedroom,2150.0,4.0,115.0,4,5348.837209302325
6048,Plot  Area,NRI Layout,2 Bedroom,1250.0,2.0,75.0,2,6000.0
6049,Built-up  Area,NRI Layout,3 BHK,1789.0,3.0,75.0,3,4192.286193404137
6050,Super built-up  Area,NRI Layout,3 BHK,1731.0,3.0,64.11,3,3703.639514731369
6051,Plot  Area,NRI Layout,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
6052,Plot  Area,NS Palya,2 Bedroom,2000.0,2.0,160.0,2,8000.0
6053,Super built-up  Area,Nagadevanahalli,2 BHK,1080.0,2.0,39.0,2,3611.1111111111113
6054,Built-up  Area,Nagadevanahalli,2 BHK,1090.0,2.0,36.0,2,3302.7522935779816
6055,Super built-up  Area,Nagadevanahalli,3 BHK,1250.0,2.0,65.0,3,5200.0
6056,Plot  Area,Nagadevanahalli,2 Bedroom,2400.0,2.0,135.0,2,5625.0
6057,Super built-up  Area,Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
6058,Super built-up  Area,Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
6059,Super built-up  Area,Naganathapura,2 BHK,1001.0,2.0,33.03,2,3299.7002997002996
6060,Carpet  Area,Naganathapura,2 BHK,1103.0,2.0,55.0,2,4986.400725294651
6061,Super built-up  Area,Naganathapura,2 BHK,1143.0,2.0,62.0,2,5424.321959755031
6062,Plot  Area,Naganathapura,2 Bedroom,2260.0,3.0,80.0,2,3539.8230088495575
6063,Plot  Area,Naganathapura,1 Bedroom,600.0,1.0,33.0,1,5500.0
6064,Super built-up  Area,Naganathapura,3 BHK,1451.0,3.0,68.0,3,4686.423156443831
6065,Built-up  Area,Naganathapura,1 Bedroom,1200.0,1.0,39.82,1,3318.3333333333335
6066,Super built-up  Area,Nagappa Reddy Layout,2 BHK,1209.0,2.0,50.0,2,4135.6492969396195
6067,Built-up  Area,Nagappa Reddy Layout,2 BHK,1100.0,2.0,43.5,2,3954.5454545454545
6068,Super built-up  Area,Nagappa Reddy Layout,3 BHK,1495.0,2.0,65.0,3,4347.826086956522
6069,Super built-up  Area,Nagappa Reddy Layout,3 BHK,1820.0,3.0,79.5,3,4368.131868131868
6070,Built-up  Area,Nagappa Reddy Layout,3 BHK,1350.0,3.0,60.0,3,4444.444444444444
6071,Built-up  Area,Nagappa Reddy Layout,3 BHK,1495.0,2.0,70.0,3,4682.274247491639
6072,Built-up  Area,Nagaraja Garden,2 BHK,1256.0,2.0,62.8,2,5000.0
6073,Built-up  Area,Nagaraja Garden,3 BHK,1430.0,3.0,78.65,3,5500.000000000001
